companyName,contractType,location,sector,title,postingDate,hourlySalary,salaryRating,viewsCount,applicationsCount,interviewsCount,offersCount,hired,applicationDate,interviewDate,offerDate,hireDate,timeToHireDays,applicantExperienceLevel,workType,salaryRange
Angry Creative,Full-time,"Palm Harbor, FL","Technology, Information and Internet",Spider Programmer I,2024-05-10,46.97,1.4,255,73,10,0,False,2024-05-13,2024-05-22,2024-05-27,,,Mid-level,On-site,$60k-$80k
Highbrow Technology Inc,Full-time,"Florida, United States",IT Services and IT Consulting,React JS Architect,2025-03-05,40.94,0.9,559,78,18,1,True,2025-03-08,2025-03-13,2025-03-17,2025-03-20,12.0,Mid-level,Remote,$60k-$80k
LayerZero Power Systems,Full-time,"Aurora, OH","Technology, Information and Internet",Software Security Engineer,2024-11-03,47.5,1.5,309,68,12,3,False,2024-11-10,2024-11-18,2024-11-21,,,Junior,On-site,$120k+
Weis Markets,Full-time,"Sunbury, PA",Retail,Application Developer,2024-07-25,58.58,2.4,391,135,4,0,False,2024-07-29,2024-08-05,2024-08-07,,,Junior,On-site,$100k-$120k
Exoprise Systems,Full-time,"Waltham, MA",Software Development,Senior Full-Stack Engineer (Rails),2024-05-16,61.44,2.6,1103,120,22,0,False,2024-05-24,2024-05-28,2024-06-02,,,Senior,Remote,$120k+
SCIENTIFIC GAMES,Full-time,"Alpharetta, GA","Gambling Facilities and Casinos, IT Services and IT Consulting, and Printing Services",Software Engineer • Instant Products MFG-Game Programming,2024-12-27,62.57,2.7,1316,71,5,1,True,2025-01-05,2025-01-11,2025-01-14,2025-01-18,13.0,Mid-level,Remote,$100k-$120k
Charles Schwab,Full-time,"Lone Tree, CO",Financial Services,C# / Angular Developer,2024-10-31,61.31,2.6,1061,153,6,1,True,2024-11-03,2024-11-10,2024-11-15,2024-11-17,14.0,Junior,Remote,$80k-$100k
Jobot Consulting,Contract,"Yukon, OK","Utilities, Electric Power Generation, and Natural Gas Distribution",Web Developer,2024-09-29,56.7,2.2,767,137,3,0,False,2024-10-04,2024-10-10,2024-10-14,,,Junior,On-site,$80k-$100k
Parallel AI,Full-time,"New York, NY",Software Development,Product Designer,2025-02-11,46.86,1.4,1283,114,10,3,True,2025-02-15,2025-02-21,2025-02-24,2025-02-27,12.0,Junior,On-site,$60k-$80k
APR Consulting,Full-time,"Las Vegas, NV",Staffing and Recruiting,Sr. Front-End Developer,2024-12-25,62.31,2.7,849,77,5,0,False,2024-12-31,2025-01-06,2025-01-12,,,Mid-level,On-site,$80k-$100k
Vadis Technologies - A Moody's Company,Full-time,"Newark, NJ",IT Services and IT Consulting,Staff Software Engineer,2024-05-19,44.63,1.2,238,24,2,0,False,2024-05-23,2024-05-27,2024-05-29,,,Mid-level,Hybrid,$120k+
Praxis,Full-time,New York City Metropolitan Area,IT Services and IT Consulting,.NET / Java developer,2024-07-14,36.58,0.5,1272,192,21,7,True,2024-07-22,2024-07-29,2024-07-31,2024-08-03,12.0,Junior,Hybrid,$80k-$100k
Deutsche Bank,Full-time,"Cary, NC",Financial Services,Senior Java Developer - Assistant Vice President,2024-06-19,67.19,3.1,836,44,10,2,False,2024-06-22,2024-06-25,2024-06-30,,,Senior,On-site,$100k-$120k
Starwood Property Trust,Full-time,"Miami Beach, FL",Real Estate,"Intern, IT ",2024-12-14,50.89,1.7,1236,192,38,2,True,2024-12-19,2024-12-22,2024-12-24,2024-12-28,9.0,Junior,On-site,$40k-$60k
AAA Auto Club Enterprises,Full-time,"Coppell, TX",Insurance,Data Scientist I,2024-04-13,50.87,1.7,235,23,3,0,False,2024-04-14,2024-04-18,2024-04-24,,,Senior,Hybrid,$100k-$120k
Weis Builders,Full-time,"Austin, TX",Construction,Project Engineer,2024-10-12,54.57,2.0,300,111,12,1,True,2024-10-18,2024-10-27,2024-10-30,2024-11-02,15.0,Junior,Hybrid,$120k+
Open Select,Full-time,Washington DC-Baltimore Area,"Technology, Information and Media, Defense and Space Manufacturing, and Space Research and Technology",Machine Learning Engineer - AI / Cybersecurity,2024-12-19,64.89,2.9,1309,109,26,4,False,2024-12-24,2024-12-28,2024-12-31,,,Junior,On-site,$100k-$120k
Jobgether,Full-time,United States,Non-profit Organizations and Primary and Secondary Education,Senior Software Engineer ,2025-02-02,85.67,4.6,1446,16,1,0,False,2025-02-10,2025-02-18,2025-02-22,,,Senior,Remote,$120k+
Jobgether,Full-time,United States,Non-profit Organizations and Primary and Secondary Education,Implementation Project Manager ,2024-07-28,45.43,1.3,365,39,6,2,False,2024-08-06,2024-08-12,2024-08-15,,,Junior,On-site,$60k-$80k
Biolinq,Full-time,"San Diego, CA",Medical Device,Test Engineer II,2025-01-05,41.59,1.0,582,58,11,2,False,2025-01-13,2025-01-20,2025-01-25,,,Junior,Hybrid,$120k+
Jobgether,Full-time,United States,Non-profit Organizations and Primary and Secondary Education,"Staff Software Engineer, Integrations ",2024-05-09,60.78,2.6,989,153,16,6,True,2024-05-17,2024-05-24,2024-05-30,2024-06-05,19.0,Junior,Remote,$100k-$120k
TEKsystems,Full-time,"Phoenix, AZ",IT Services and IT Consulting,REMOTE - React Developer (W2 Only),2025-01-18,54.97,2.1,230,113,1,0,False,2025-01-21,2025-01-26,2025-01-30,,,Junior,Hybrid,$100k-$120k
Astra,Full-time,"Alameda, CA",Defense and Space Manufacturing,Senior Staff Python Engineer,2024-05-13,63.45,2.8,210,60,5,1,True,2024-05-17,2024-05-22,2024-05-27,2024-05-29,12.0,Senior,On-site,$100k-$120k
Marchon Partners,Full-time,"Loveland, CO",Staffing and Recruiting,Manual QA Tester (Software/Hardware),2024-08-21,36.88,0.6,295,81,3,0,False,2024-08-25,2024-08-28,2024-09-02,,,Mid-level,On-site,$60k-$80k
Charles Schwab,Full-time,"Westlake, TX",Financial Services,Software Development Engineer in Test,2024-12-28,62.74,2.7,1413,89,20,7,False,2025-01-02,2025-01-07,2025-01-12,,,Mid-level,Remote,$100k-$120k
Jobgether,Full-time,United States,Non-profit Organizations and Primary and Secondary Education,Solution Architect ,2024-05-19,48.38,1.5,652,92,15,1,True,2024-05-28,2024-06-02,2024-06-04,2024-06-10,13.0,Mid-level,On-site,$60k-$80k
Charles Schwab,Full-time,"Austin, TX",Financial Services,Software Development Engineer in Test,2024-06-11,60.73,2.6,391,51,8,3,False,2024-06-20,2024-06-23,2024-06-28,,,Mid-level,Hybrid,$100k-$120k
Jobot Consulting,Contract,"Los Angeles, CA",IT Services and IT Consulting and Software Development,Machine Learning Engineer - Healthcare,2024-12-09,61.97,2.7,685,26,3,0,False,2024-12-10,2024-12-18,2024-12-20,,,Junior,Remote,$80k-$100k
Jobot Consulting,Contract,"Houston, TX",IT Services and IT Consulting and Software Development,AI & Data Engineer ,2024-12-08,54.29,2.0,1489,182,21,6,True,2024-12-16,2024-12-25,2024-12-28,2025-01-02,17.0,Senior,Remote,$80k-$100k
American Airlines,Full-time,"Dallas, TX","Airlines and Aviation, Aviation and Aerospace Component Manufacturing, and Consumer Services","MD, Flight Operations and Crew Technology",2024-11-09,45.35,1.3,1351,16,2,0,False,2024-11-10,2024-11-13,2024-11-15,,,Junior,Hybrid,$60k-$80k
Indenovo Global Search & Selection,Full-time,"California, United States",Hospitals and Health Care and Medical Practices,Mergers and Acquisitions Director,2024-12-01,43.61,1.1,437,164,27,0,False,2024-12-03,2024-12-12,2024-12-17,,,Mid-level,Remote,$80k-$100k
Finance Technology AS,Full-time,"Clearwater, FL",Information Technology & Services,Senior Application Developer,2024-10-01,69.51,3.3,1335,19,2,0,False,2024-10-08,2024-10-13,2024-10-19,,,Senior,Remote,$100k-$120k
Jobgether,Full-time,United States,Non-profit Organizations and Primary and Secondary Education,Senior Software Engineer - EDR (Ruby/Rails),2024-06-20,73.04,3.6,1368,43,6,0,False,2024-06-28,2024-07-05,2024-07-11,,,Senior,On-site,$100k-$120k
Davenport University,Full-time,"Grand Rapids, MI",Higher Education,(Student) AASRI Student Liason,2024-07-29,50.48,1.7,1288,45,9,3,True,2024-07-30,2024-08-04,2024-08-07,2024-08-09,10.0,Junior,On-site,$80k-$100k
InfoCepts,Full-time,United States,Retail,Project Manager,2024-05-27,47.04,1.4,1470,162,11,4,False,2024-05-30,2024-06-05,2024-06-10,,,Senior,On-site,$80k-$100k
Jobot,Full-time,"San Francisco, CA",IT Services and IT Consulting and Software Development,Software Engineer ,2025-02-18,62.31,2.7,934,15,2,0,False,2025-02-25,2025-03-06,2025-03-08,,,Mid-level,On-site,$120k+
Louis Vuitton,Full-time,"New York, NY","Retail Apparel and Fashion, Retail Luxury Goods and Jewelry, and Retail",Senior Manager- Technical Projects,2024-10-17,73.3,3.6,1190,161,8,1,False,2024-10-26,2024-11-04,2024-11-10,,,Senior,Remote,$120k+
GrabaSoft,Full-time,United States,Software Development,Mid-Level iOS Engineer,2024-08-22,55.18,2.1,1024,155,33,6,False,2024-08-30,2024-09-05,2024-09-09,,,Junior,Hybrid,$100k-$120k
GrabaSoft,Full-time,United States,Software Development,Mid-Level Android Engineer,2024-09-11,55.78,2.1,305,143,7,1,True,2024-09-19,2024-09-25,2024-09-30,2024-10-05,16.0,Mid-level,Remote,$120k+
Woven by Toyota,Full-time,"Ann Arbor, MI",Software Development,"Machine Learning Engineer, Motion Planning",2025-03-09,54.79,2.1,380,38,8,2,True,2025-03-18,2025-03-26,2025-03-31,2025-04-03,16.0,Junior,Hybrid,$100k-$120k
Jobot,Full-time,"Atlanta, GA","Software Development, Technology, Information and Internet, and Technology, Information and Media",Java Developer,2024-05-19,57.57,2.3,383,135,6,0,False,2024-05-22,2024-05-26,2024-05-30,,,Mid-level,Hybrid,$80k-$100k
Trivium,Full-time,"Palo Alto, CA",Business Consulting and Services,Project Engineer,2024-10-18,45.94,1.3,425,162,21,0,False,2024-10-26,2024-11-01,2024-11-07,,,Mid-level,Hybrid,$120k+
TYG,Full-time,"New York, United States",Engineering Services,Energy Engineer,2024-09-22,52.81,1.9,976,192,8,3,True,2024-09-23,2024-10-02,2024-10-06,2024-10-10,17.0,Junior,On-site,$100k-$120k
Jobot,Full-time,"Caro, MI",IT Services and IT Consulting and Software Development,Software Engineer,2024-10-28,42.61,1.1,989,90,19,4,True,2024-11-05,2024-11-12,2024-11-15,2024-11-21,16.0,Junior,Remote,$100k-$120k
EA SPORTS,Full-time,"Orlando, FL",Computer Games,Advanced Modes Software Engineer - College Football,2024-04-07,49.61,1.6,1312,183,21,4,True,2024-04-14,2024-04-23,2024-04-25,2024-04-30,16.0,Junior,On-site,$100k-$120k
Parallel AI,Full-time,"New York, NY",Software Development,Product Design Lead,2025-01-31,44.75,1.2,887,161,20,3,True,2025-02-08,2025-02-17,2025-02-19,2025-02-22,14.0,Mid-level,Hybrid,$60k-$80k
CD Recruitment,Full-time,"New York, United States",IT Services and IT Consulting and Software Development,Sales Engineer,2025-03-02,56.31,2.2,729,84,8,3,True,2025-03-03,2025-03-11,2025-03-17,2025-03-23,20.0,Junior,On-site,$100k-$120k
Sparksuite,Full-time,"Spring, TX","Technology, Information and Internet",HR Coordinator,2024-10-10,54.01,2.0,1171,35,2,0,False,2024-10-16,2024-10-20,2024-10-24,,,Mid-level,Remote,$60k-$80k
TEKsystems,Temporary,"Myrtle Point, OR",IT Services and IT Consulting,AWS Backend Software Developer,2024-12-02,55.02,2.1,1135,136,31,6,False,2024-12-09,2024-12-13,2024-12-18,,,Senior,Remote,$80k-$100k
"Intelligent Automation, a BlueHalo Company",Full-time,"Albuquerque, NM",Research Services,Firmware Engineering Intern-Space Technologies,2025-02-25,58.59,2.4,305,124,18,8,False,2025-03-02,2025-03-08,2025-03-13,,,Junior,Hybrid,$100k-$120k
Leadership Tilt,Full-time,"New Jersey, United States",IT Services and IT Consulting,Partnership & Alliances Head,2024-12-05,45.13,1.3,1494,135,25,6,False,2024-12-10,2024-12-15,2024-12-20,,,Junior,Hybrid,$60k-$80k
Jobot Consulting,Contract,"Cincinnati, OH",IT Services and IT Consulting and Software Development,AI & Data Engineer ,2024-05-19,55.85,2.2,1030,37,5,0,False,2024-05-26,2024-06-04,2024-06-07,,,Senior,Hybrid,$80k-$100k
GTI Energy,Full-time,Greater Chicago Area,"Non-profit Organizations, Oil and Gas, and Utilities",Engineer - Emerging Technology Analyst/PM,2024-10-14,41.77,1.0,878,140,9,1,True,2024-10-17,2024-10-20,2024-10-23,2024-10-29,12.0,Mid-level,On-site,$120k+
NJF Global Holdings Ltd,Full-time,"New York, United States",Financial Services,Quantitative Developer,2024-10-26,46.36,1.4,1048,84,15,0,False,2024-11-01,2024-11-06,2024-11-11,,,Junior,On-site,$80k-$100k
Raytheon,Full-time,"Tewksbury, MA",Defense and Space Manufacturing,Senior Software Development Engineer (Onsite),2024-09-01,70.86,3.4,1255,175,30,12,False,2024-09-08,2024-09-13,2024-09-19,,,Senior,Hybrid,$120k+
Talencio,Full-time,Greater Minneapolis-St. Paul Area,Medical Equipment Manufacturing,Design Assurance Engineer Manager,2024-12-12,51.81,1.8,592,198,26,6,True,2024-12-13,2024-12-17,2024-12-20,2024-12-25,12.0,Mid-level,On-site,$100k-$120k
Rippling,Full-time,"San Francisco, CA",Software Development,Director of Engineering - Infrastructure,2025-03-03,41.14,0.9,239,87,10,0,False,2025-03-05,2025-03-09,2025-03-12,,,Mid-level,On-site,$100k-$120k
University of Arizona,Full-time,"Tucson, AZ",Higher Education,"Assistant Professor, Electrical and Computer Engineering (Multiple Positions)",2025-02-27,43.5,1.1,859,188,29,6,True,2025-03-03,2025-03-11,2025-03-13,2025-03-16,13.0,Mid-level,On-site,$100k-$120k
Upstart,Full-time,United States,Financial Services,Senior Data Scientist,2024-09-08,68.3,3.2,1441,99,22,9,False,2024-09-16,2024-09-24,2024-09-26,,,Senior,On-site,$100k-$120k
Jobot,Full-time,"Rockville, MD",IT Services and IT Consulting and Software Development,Software Engineer in Test,2024-05-09,64.29,2.9,1180,185,16,7,True,2024-05-15,2024-05-19,2024-05-25,2024-05-29,14.0,Junior,On-site,$100k-$120k
Jobgether,Full-time,"Texas, United States",Non-profit Organizations and Primary and Secondary Education,Payroll & Benefits Specialist - (Remote in Texas),2025-03-25,41.63,1.0,1305,30,4,0,False,2025-03-26,2025-04-02,2025-04-05,,,Junior,On-site,$60k-$80k
MKS Instruments,Full-time,"Beaverton, OR",Semiconductor Manufacturing,Sr. Software Development Manager,2025-01-14,44.64,1.2,1044,63,4,0,False,2025-01-19,2025-01-26,2025-01-29,,,Mid-level,On-site,$60k-$80k
Jobot Consulting,Contract,"Cypress, TX","Software Development, Technology, Information and Internet, and Technology, Information and Media",UI Designer,2024-05-12,38.92,0.7,400,193,45,11,True,2024-05-19,2024-05-22,2024-05-26,2024-05-31,12.0,Mid-level,On-site,$60k-$80k
Trivalent Group,Full-time,"Warminster, PA",Information Technology & Services,Manufacturing Engineer,2025-02-24,55.27,2.1,646,112,22,2,True,2025-03-02,2025-03-06,2025-03-12,2025-03-18,16.0,Mid-level,Hybrid,$120k+
Jobot,Full-time,"Philadelphia, PA","Advertising Services, Marketing Services, and Technology, Information and Internet",Recruiter at Jobot - Work 100% Remote!,2025-01-30,40.61,0.9,1261,68,5,0,False,2025-02-08,2025-02-14,2025-02-20,,,Junior,Remote,$80k-$100k
Jobot,Full-time,"San Francisco, CA",IT Services and IT Consulting and Software Development,Product Software Engineer (AI Startup),2024-09-25,45.17,1.3,1434,81,7,0,False,2024-10-03,2024-10-11,2024-10-15,,,Senior,On-site,$100k-$120k
CDW,Full-time,United States,Human Resources,Sr Recruiter Team Lead,2024-10-20,45.33,1.3,643,188,23,6,True,2024-10-24,2024-10-28,2024-11-01,2024-11-07,14.0,Senior,Remote,$80k-$100k
"Intelligent Automation, a BlueHalo Company",Full-time,"Dayton, OH",Research Services,Entry-level Optical R&D Test Engineer,2024-08-21,40.14,0.8,960,29,1,0,False,2024-08-26,2024-09-02,2024-09-04,,,Junior,On-site,$120k+
DoorLoop,Full-time,"Miami, FL",Software Development,Talent Acquisition Partner,2024-04-21,35.15,0.4,426,121,8,2,False,2024-04-28,2024-05-02,2024-05-08,,,Junior,Hybrid,$60k-$80k
Apex Systems,Full-time,"Bellevue, WA",IT Services and IT Consulting,Software Dev Engineer - Software Dev Engineer II,2024-07-25,45.48,1.3,247,105,16,1,False,2024-08-02,2024-08-09,2024-08-15,,,Senior,Hybrid,$120k+
Charles Schwab,Full-time,"Austin, TX",Financial Services,iOS Developer,2024-12-29,40.92,0.9,1241,68,6,0,False,2025-01-03,2025-01-07,2025-01-11,,,Senior,Hybrid,$100k-$120k
Maxim Healthcare Services,Full-time,"Alhambra, CA",Hospitals and Health Care,Recruiter Trainee,2024-04-02,37.16,0.6,1111,80,16,6,False,2024-04-11,2024-04-20,2024-04-25,,,Mid-level,Hybrid,$60k-$80k
Charles Schwab,Full-time,"Southlake, TX",Financial Services,iOS Developer,2024-07-24,48.47,1.5,386,146,31,7,True,2024-07-28,2024-08-03,2024-08-08,2024-08-10,13.0,Senior,On-site,$80k-$100k
TEKsystems,Contract,"Westfield Center, OH",IT Services and IT Consulting,Linux Engineer,2024-08-21,60.06,2.5,544,118,14,0,False,2024-08-25,2024-08-28,2024-08-30,,,Mid-level,On-site,$80k-$100k
TEKsystems,Full-time,"Raleigh, NC",IT Services and IT Consulting,Business Analyst,2024-09-30,46.44,1.4,423,138,33,11,False,2024-10-08,2024-10-17,2024-10-22,,,Junior,Remote,$60k-$80k
tvScientific,Full-time,"Los Angeles, CA","Technology, Information and Internet",Business Development Representative,2025-02-24,45.25,1.3,1029,166,9,1,True,2025-02-25,2025-03-03,2025-03-08,2025-03-11,14.0,Mid-level,On-site,$60k-$80k
Tillman Fiber,Full-time,"New York, NY",Telecommunications,Engineering Planner,2024-07-30,47.34,1.4,687,65,9,2,True,2024-08-07,2024-08-14,2024-08-19,2024-08-21,14.0,Mid-level,On-site,$120k+
"ECHO, Payments Simplified®",Full-time,"Westlake, OH",IT Services and IT Consulting,Business Systems Analyst,2024-07-30,53.64,2.0,1076,44,8,2,False,2024-08-04,2024-08-12,2024-08-15,,,Senior,On-site,$80k-$100k
Aplos,Full-time,"Fresno, CA",Software Development,Senior Technical Support Engineer,2024-12-12,71.91,3.5,1048,132,13,4,True,2024-12-13,2024-12-21,2024-12-23,2024-12-27,14.0,Senior,On-site,$100k-$120k
Maryland Nonprofits,Full-time,"Columbia, MD",Non-profit Organizations,Strategic Development Director,2024-09-08,36.74,0.6,1452,140,26,12,False,2024-09-12,2024-09-17,2024-09-21,,,Junior,Hybrid,$60k-$80k
Textron,Full-time,"Augusta, GA",Aviation and Aerospace Component Manufacturing,UI/UX Designer,2024-06-10,47.34,1.4,1178,113,19,1,True,2024-06-12,2024-06-18,2024-06-23,2024-06-28,16.0,Mid-level,Hybrid,$80k-$100k
Dignity Health,Full-time,"Phoenix, AZ",Hospitals and Health Care,Physicist,2024-09-08,37.28,0.6,1216,16,1,0,False,2024-09-12,2024-09-16,2024-09-19,,,Mid-level,On-site,$60k-$80k
Jobot,Full-time,"New York, NY",IT Services and IT Consulting and Software Development,Solutions Engineer / Backend,2024-05-16,48.63,1.6,387,36,3,0,False,2024-05-24,2024-05-27,2024-06-01,,,Junior,On-site,$120k+
Charles Schwab,Full-time,"Austin, TX",Financial Services,SDET - Performance Engineer,2024-05-25,52.69,1.9,469,10,1,0,False,2024-05-30,2024-06-03,2024-06-06,,,Junior,Hybrid,$100k-$120k
Southern California Edison (SCE),Full-time,"Rosemead, CA",Utilities and Oil and Gas,"Application Security Engineering, Cybersecurity Specialist",2024-09-20,61.86,2.7,509,181,28,6,False,2024-09-21,2024-09-25,2024-09-27,,,Senior,Hybrid,$100k-$120k
"WVU Department of Mechanical, Materials and Aerospace Engineering",Full-time,"Morgantown, WV",Higher Education,Research Associate - Department of Computer Science and Electrical Engineering - 26100,2024-08-30,52.34,1.9,1355,96,8,2,False,2024-09-06,2024-09-12,2024-09-17,,,Mid-level,Remote,$100k-$120k
Quantic™ Evans,Full-time,"East Providence, RI",Defense and Space Manufacturing,Senior Engineering Manager,2025-02-21,81.07,4.3,1295,50,7,0,False,2025-02-22,2025-02-25,2025-02-28,,,Senior,Remote,$100k-$120k
Vitality Bowls,Full-time,"San Ramon, CA",Food and Beverage Services,Future Opening: Shift Leader,2024-08-06,54.86,2.1,1044,132,29,10,True,2024-08-15,2024-08-20,2024-08-26,2024-09-01,17.0,Mid-level,Remote,$60k-$80k
Southern California Edison (SCE),Full-time,"Rosemead, CA",Utilities and Oil and Gas,"Application Security Engineering, Cybersecurity Specialist",2024-10-16,43.29,1.1,1410,84,5,1,True,2024-10-19,2024-10-28,2024-11-03,2024-11-06,18.0,Senior,Hybrid,$100k-$120k
DNV,Full-time,"Oakland, CA",Public Safety,Senior Data Engineer ,2024-11-05,68.24,3.2,685,51,10,3,False,2024-11-08,2024-11-12,2024-11-15,,,Senior,Hybrid,$120k+
Jobot,Full-time,"San Francisco, CA",IT Services and IT Consulting and Software Development,Founding Engineer,2024-04-05,49.86,1.7,1414,126,7,2,True,2024-04-11,2024-04-14,2024-04-19,2024-04-25,14.0,Junior,On-site,$100k-$120k
NJF Global Holdings Ltd,Full-time,Greater Chicago Area,Financial Services,C++ Engineer,2024-11-19,50.55,1.7,319,72,10,4,True,2024-11-25,2024-11-30,2024-12-05,2024-12-07,12.0,Senior,Hybrid,$120k+
Charles Schwab,Full-time,"Austin, TX",Financial Services,Scrum Master,2024-05-26,43.22,1.1,419,174,36,1,False,2024-06-01,2024-06-10,2024-06-12,,,Mid-level,On-site,$60k-$80k
BNY,Contract,"Lake Mary, FL",Financial Services,Financial Data Analyst ,2025-03-15,53.15,1.9,252,114,9,0,False,2025-03-16,2025-03-20,2025-03-22,,,Mid-level,Remote,$60k-$80k
Canyon Ranch,Full-time,Dallas-Fort Worth Metroplex,Hospitality,Lifecycle Marketing Associate,2024-05-18,49.28,1.6,1460,196,27,6,True,2024-05-23,2024-05-26,2024-05-30,2024-06-01,9.0,Mid-level,On-site,$60k-$80k
Amwins Global Risks,Full-time,"Scottsdale, AZ",Insurance,Aggregate Specialist,2024-08-28,47.16,1.4,957,136,2,0,False,2024-09-03,2024-09-12,2024-09-14,,,Senior,Hybrid,$60k-$80k
BNY,Contract,"Lake Mary, FL",Financial Services,Financial Data Analyst ,2024-05-02,41.19,0.9,937,185,25,4,False,2024-05-10,2024-05-16,2024-05-21,,,Junior,On-site,$80k-$100k
Shake Shack,Full-time,"New York, NY",Hospitality,People Technology  Systems Administrator (Workday),2025-03-30,51.48,1.8,919,142,9,0,False,2025-03-31,2025-04-08,2025-04-12,,,Junior,Hybrid,$80k-$100k
Industrial Designers Society of America (IDSA),Full-time,United States,Non-profit Organizations,Industrial Designer Wanted – Sculptural Kinetic Floor Lamp Prototype,2024-09-21,54.1,2.0,605,57,5,0,False,2024-09-26,2024-10-04,2024-10-06,,,Junior,On-site,$60k-$80k
Lonero Engineering,Full-time,"Troy, MI",Automotive,CNC Lathe Programmer,2024-10-22,51.42,1.8,807,12,1,0,False,2024-10-25,2024-10-29,2024-11-01,,,Junior,On-site,$80k-$100k
CloudCores,Internship,United States,Software Development,Unpaid Stripe Development Intern,2024-04-26,35.03,0.4,1220,125,1,0,False,2024-04-28,2024-05-02,2024-05-08,,,Junior,On-site,$40k-$60k
Archdiocese of Milwaukee,Full-time,Greater Milwaukee,Religious Institutions,Academic Aide,2024-12-16,47.73,1.5,621,184,23,2,True,2024-12-24,2025-01-02,2025-01-04,2025-01-09,16.0,Mid-level,On-site,$60k-$80k
CHI,Full-time,"Lake Jackson, TX",Hospitals and Health Care,ICU RN,2024-06-04,36.02,0.5,911,199,10,4,True,2024-06-11,2024-06-14,2024-06-16,2024-06-19,8.0,Senior,On-site,$60k-$80k
HOERBIGER,Full-time,"Port Allen, LA",Motor Vehicle Manufacturing,"Branch Engineer in Port Allen, LA",2025-02-13,46.44,1.4,446,108,10,4,False,2025-02-20,2025-02-28,2025-03-03,,,Senior,On-site,$120k+
TEKsystems,Full-time,"Honolulu, HI",IT Services and IT Consulting,Salesforce Administrator,2024-06-02,36.19,0.5,271,125,20,1,True,2024-06-07,2024-06-11,2024-06-16,2024-06-19,12.0,Junior,Remote,$60k-$80k
Aeronix,Contract,"Scottsdale, AZ",Defense & Space,General Manager/Director,2024-05-29,47.08,1.4,384,23,1,0,False,2024-06-07,2024-06-12,2024-06-15,,,Mid-level,On-site,$80k-$100k
Davenport University,Internship,"Grand Rapids, MI",Higher Education,(Student) Information Security Analyst Intern,2024-04-14,48.73,1.6,205,72,3,0,False,2024-04-19,2024-04-23,2024-04-25,,,Junior,On-site,$40k-$60k
Jobot,Full-time,"San Francisco, CA",IT Services and IT Consulting and Software Development,AI Framework Engineer,2024-09-13,42.86,1.1,1429,121,6,0,False,2024-09-15,2024-09-23,2024-09-28,,,Mid-level,Remote,$100k-$120k
Integrity,Part-time,"Norfolk, NE",Insurance,Summer Internship,2024-10-10,42.68,1.1,1105,70,13,5,True,2024-10-13,2024-10-20,2024-10-24,2024-10-29,16.0,Junior,Hybrid,$60k-$80k
Jobgether,Full-time,United States,Non-profit Organizations and Primary and Secondary Education,Regional Director / Vice President of Sales (Remote - PST),2024-04-26,44.12,1.2,586,168,6,2,True,2024-04-30,2024-05-08,2024-05-10,2024-05-12,12.0,Junior,On-site,$60k-$80k
SwRI Structural Geology & Geomechanics,Full-time,"San Antonio, TX",Research,ENGINEER - RESEARCH ENGINEER - Engine Lubricant Dynamometer Test Lab Engineer,2024-12-22,49.23,1.6,898,104,21,7,True,2024-12-27,2025-01-01,2025-01-04,2025-01-06,10.0,Senior,On-site,$120k+
TradePending,Full-time,"Richmond, VA",Software Development,Support Specialist,2024-09-08,37.42,0.6,1299,26,2,0,False,2024-09-11,2024-09-14,2024-09-18,,,Senior,Remote,$80k-$100k
thyssenkrupp,Full-time,"Fishers, IN",Utilities,Electrical Analysis Engineer,2024-09-26,50.47,1.7,1400,133,26,5,True,2024-10-03,2024-10-08,2024-10-14,2024-10-16,13.0,Senior,On-site,$120k+
Meitu Inc.,Full-time,"New York, United States","Technology, Information and Internet",美国客户成功经理 （纽约）,2024-09-05,50.02,1.7,1026,33,2,0,False,2024-09-10,2024-09-17,2024-09-21,,,Junior,On-site,$60k-$80k
Industrial Designers Society of America (IDSA),Full-time,"Nashville, TN",Non-profit Organizations,Lead Project Manager (Hardware/Physical Products),2024-08-22,36.42,0.5,548,125,18,6,True,2024-08-27,2024-09-03,2024-09-06,2024-09-12,16.0,Mid-level,Hybrid,$60k-$80k
Elevate,Full-time,"Boston, MA",Business Consulting and Services,"Director, Brand Consulting",2024-10-08,36.6,0.6,1478,160,23,8,True,2024-10-14,2024-10-18,2024-10-22,2024-10-26,12.0,Junior,On-site,$80k-$100k
Hyphen Partners,Full-time,"New York, United States",Social Networking Platforms and Broadcast Media Production and Distribution,CEO – Creator-Led Consumer Brand,2024-05-20,42.1,1.0,507,91,2,0,False,2024-05-27,2024-05-31,2024-06-03,,,Junior,Remote,$60k-$80k
BNY,Contract,"Pittsburgh, PA",Financial Services,Financial Data Analyst ,2024-05-27,53.83,2.0,1350,59,12,2,True,2024-06-04,2024-06-12,2024-06-14,2024-06-16,12.0,Mid-level,On-site,$60k-$80k
Jobot,Full-time,"Vienna, VA","Human Resources Services, Technology, Information and Internet, and Hospitals and Health Care",Talent Acquisition Specialist,2025-01-25,48.37,1.5,486,88,5,1,False,2025-02-03,2025-02-09,2025-02-14,,,Senior,Hybrid,$60k-$80k
Netvagas,Full-time,"South Carolina, United States",Human Resources Services,Banco de talentos desenvolvedor a,2025-03-08,48.57,1.5,965,88,20,6,False,2025-03-12,2025-03-17,2025-03-23,,,Senior,Hybrid,$60k-$80k
